lead_id,created_at,channel,agency_size,lead_score,setter_id,closer_id
L-10338,2025-06-10 00:00:00,Google Search,6-15 agents,4,Setter A,Closer A
L-10339,2025-06-28 00:00:00,Google Search,6-15 agents,7,Setter A,Closer B
L-10340,2025-05-18 00:00:00,TikTok,6-15 agents,5,Setter A,Closer D
L-10341,2025-01-18 00:00:00,Meta,2-5 agents,4,Setter C,Closer A
L-10342,2025-06-27 00:00:00,Meta,2-5 agents,4,Setter A,Closer D
L-10343,2025-06-28 00:00:00,Google Search,16+ agents,7,Setter C,Closer D
L-10344,2025-05-28 00:00:00,Meta,2-5 agents,6,Setter A,Closer D
L-10345,2025-04-17 00:00:00,Meta,6-15 agents,5,Setter C,Closer C
L-10346,2025-04-14 00:00:00,LinkedIn,2-5 agents,7,Setter B,Closer B
L-10347,2025-01-31 00:00:00,Cold Outreach,6-15 agents,5,Setter C,Closer B
L-10348,2025-06-10 00:00:00,LinkedIn,Solo,10,Setter A,Closer B
L-10349,2025-04-06 00:00:00,Meta,2-5 agents,6,Setter C,Closer D
L-10350,2025-05-24 00:00:00,Cold Outreach,16+ agents,6,Setter B,Closer C
L-10351,2025-02-22 00:00:00,Google Search,Solo,5,Setter C,Closer B
L-10352,2025-05-18 00:00:00,TikTok,16+ agents,1,Setter A,Closer A
L-10353,2025-04-24 00:00:00,Cold Outreach,2-5 agents,6,Setter A,Closer B
L-10354,2025-05-30 00:00:00,TikTok,6-15 agents,1,Setter C,Closer C
L-10355,2025-04-20 00:00:00,Google Search,16+ agents,7,Setter B,Closer C
L-10356,2025-04-06 00:00:00,TikTok,16+ agents,3,Setter A,Closer A
L-10357,2025-05-30 00:00:00,Google Search,2-5 agents,6,Setter A,Closer C
L-10358,2025-04-23 00:00:00,Cold Outreach,6-15 agents,5,Setter C,Closer C
L-10359,2025-02-27 00:00:00,Google Search,16+ agents,8,Setter B,Closer A
L-10360,2025-06-28 00:00:00,LinkedIn,2-5 agents,7,Setter B,Closer D
L-10361,2025-05-12 00:00:00,Google Search,16+ agents,3,Setter B,Closer A
L-10362,2025-05-30 00:00:00,LinkedIn,2-5 agents,8,Setter C,Closer A
L-10363,2025-06-19 00:00:00,Google Search,6-15 agents,5,Setter C,Closer A
L-10364,2025-03-15 00:00:00,TikTok,16+ agents,2,Setter B,Closer B
L-10365,2025-04-28 00:00:00,Meta,2-5 agents,7,Setter A,Closer A
L-10366,2025-03-16 00:00:00,Cold Outreach,16+ agents,3,Setter B,Closer A
L-10367,2025-04-13 00:00:00,Referral,2-5 agents,8,Setter C,Closer D
L-10368,2025-04-14 00:00:00,LinkedIn,6-15 agents,9,Setter C,Closer B
L-10369,2025-06-01 00:00:00,Meta,16+ agents,3,Setter A,Closer B
L-10370,2025-02-27 00:00:00,Cold Outreach,6-15 agents,3,Setter C,Closer D
L-10371,2025-06-25 00:00:00,Meta,16+ agents,6,Setter C,Closer D
L-10372,2025-03-06 00:00:00,LinkedIn,2-5 agents,10,Setter A,Closer A
L-10373,2025-04-18 00:00:00,Cold Outreach,Solo,3,Setter B,Closer A
L-10374,2025-06-28 00:00:00,Cold Outreach,6-15 agents,8,Setter A,Closer B
L-10375,2025-03-31 00:00:00,TikTok,Solo,1,Setter B,Closer B
L-10376,2025-03-12 00:00:00,Google Search,Solo,5,Setter A,Closer C
L-10377,2025-06-20 00:00:00,Meta,6-15 agents,4,Setter B,Closer C
L-10378,2025-01-14 00:00:00,Meta,6-15 agents,3,Setter A,Closer D
L-10379,2025-02-07 00:00:00,Meta,Solo,4,Setter A,Closer D
L-10380,2025-04-04 00:00:00,Referral,2-5 agents,8,Setter C,Closer C
L-10381,2025-03-08 00:00:00,Referral,16+ agents,9,Setter C,Closer A
L-10382,2025-05-12 00:00:00,LinkedIn,16+ agents,7,Setter A,Closer A
L-10383,2025-02-04 00:00:00,Cold Outreach,Solo,4,Setter B,Closer B
L-10384,2025-04-22 00:00:00,Referral,Solo,9,Setter A,Closer D
L-10385,2025-06-03 00:00:00,Meta,2-5 agents,3,Setter C,Closer C
L-10386,2025-04-09 00:00:00,LinkedIn,6-15 agents,8,Setter B,Closer A
L-10387,2025-05-07 00:00:00,Meta,Solo,5,Setter B,Closer A
L-10388,2025-03-14 00:00:00,LinkedIn,6-15 agents,9,Setter C,Closer D
L-10389,2025-04-08 00:00:00,Google Search,6-15 agents,6,Setter B,Closer A
L-10390,2025-03-23 00:00:00,TikTok,16+ agents,5,Setter C,Closer A
L-10391,2025-06-28 00:00:00,Meta,2-5 agents,4,Setter C,Closer D
L-10392,2025-02-27 00:00:00,Meta,16+ agents,7,Setter C,Closer A
L-10393,2025-06-04 00:00:00,TikTok,2-5 agents,2,Setter C,Closer D
L-10394,2025-05-12 00:00:00,TikTok,16+ agents,3,Setter A,Closer A
L-10395,2025-05-16 00:00:00,Google Search,16+ agents,6,Setter C,Closer A
L-10396,2025-05-15 00:00:00,TikTok,2-5 agents,5,Setter B,Closer C
L-10397,2025-04-12 00:00:00,Google Search,Solo,3,Setter B,Closer C
L-10398,2025-04-23 00:00:00,Referral,Solo,8,Setter C,Closer A
L-10399,2025-06-08 00:00:00,LinkedIn,16+ agents,9,Setter C,Closer D
L-10400,2025-06-20 00:00:00,Meta,2-5 agents,5,Setter C,Closer B
L-10401,2025-05-17 00:00:00,LinkedIn,6-15 agents,9,Setter A,Closer A
L-10402,2025-05-06 00:00:00,Meta,Solo,8,Setter A,Closer C
L-10403,2025-05-27 00:00:00,Meta,6-15 agents,4,Setter A,Closer B
L-10404,2025-06-22 00:00:00,Cold Outreach,Solo,6,Setter C,Closer C
L-10405,2025-06-19 00:00:00,Meta,2-5 agents,7,Setter A,Closer A
L-10406,2025-03-30 00:00:00,Cold Outreach,Solo,8,Setter A,Closer C
L-10407,2025-02-22 00:00:00,Meta,16+ agents,3,Setter B,Closer C
L-10408,2025-05-26 00:00:00,TikTok,6-15 agents,5,Setter A,Closer D
L-10409,2025-05-19 00:00:00,Google Search,16+ agents,6,Setter B,Closer B
L-10410,2025-05-24 00:00:00,TikTok,16+ agents,4,Setter A,Closer B
L-10411,2025-04-15 00:00:00,Meta,6-15 agents,5,Setter B,Closer A
L-10412,2025-03-06 00:00:00,Cold Outreach,16+ agents,5,Setter B,Closer D
L-10413,2025-02-14 00:00:00,Meta,16+ agents,6,Setter B,Closer B
L-10414,2025-06-07 00:00:00,Google Search,Solo,8,Setter B,Closer C
L-10415,2025-05-04 00:00:00,Google Search,16+ agents,6,Setter B,Closer A
L-10416,2025-06-27 00:00:00,Cold Outreach,6-15 agents,4,Setter B,Closer B
L-10417,2025-06-13 00:00:00,TikTok,2-5 agents,5,Setter A,Closer D
L-10418,2025-05-01 00:00:00,Google Search,16+ agents,8,Setter C,Closer A
L-10419,2025-06-09 00:00:00,Meta,6-15 agents,6,Setter C,Closer C
L-10420,2025-03-24 00:00:00,Google Search,6-15 agents,4,Setter B,Closer B
L-10421,2025-04-02 00:00:00,Google Search,Solo,5,Setter A,Closer B
L-10422,2025-05-26 00:00:00,Meta,16+ agents,6,Setter A,Closer B
L-10423,2025-04-19 00:00:00,Meta,6-15 agents,7,Setter B,Closer B
L-10424,2025-03-24 00:00:00,Referral,6-15 agents,9,Setter A,Closer A
L-10425,2025-06-02 00:00:00,Google Search,Solo,4,Setter B,Closer B
L-10426,2025-06-21 00:00:00,TikTok,Solo,1,Setter A,Closer A
L-10427,2025-04-20 00:00:00,Google Search,2-5 agents,8,Setter A,Closer C
L-10428,2025-04-13 00:00:00,Cold Outreach,2-5 agents,3,Setter A,Closer D
L-10429,2025-05-22 00:00:00,LinkedIn,6-15 agents,8,Setter B,Closer A
L-10430,2025-04-20 00:00:00,Meta,6-15 agents,5,Setter A,Closer C
L-10431,2025-06-18 00:00:00,TikTok,6-15 agents,3,Setter A,Closer B
L-10432,2025-04-18 00:00:00,TikTok,Solo,2,Setter C,Closer C
L-10433,2025-03-29 00:00:00,Meta,2-5 agents,3,Setter C,Closer A
L-10434,2025-05-29 00:00:00,Google Search,2-5 agents,3,Setter C,Closer D
L-10435,2025-03-02 00:00:00,Cold Outreach,6-15 agents,4,Setter A,Closer A
L-10436,2025-02-10 00:00:00,Referral,6-15 agents,10,Setter A,Closer C
L-10437,2025-06-18 00:00:00,TikTok,16+ agents,3,Setter B,Closer D
L-10438,2025-05-22 00:00:00,LinkedIn,Solo,8,Setter B,Closer A
L-10439,2025-03-16 00:00:00,Meta,2-5 agents,8,Setter A,Closer B
L-10440,2025-05-17 00:00:00,LinkedIn,2-5 agents,9,Setter C,Closer A
L-10441,2025-01-21 00:00:00,Google Search,16+ agents,3,Setter A,Closer B
L-10442,2025-05-22 00:00:00,TikTok,Solo,1,Setter C,Closer C
L-10443,2025-04-06 00:00:00,Google Search,6-15 agents,3,Setter B,Closer D
L-10444,2025-03-12 00:00:00,Meta,2-5 agents,5,Setter C,Closer B
L-10445,2025-01-27 00:00:00,TikTok,2-5 agents,4,Setter C,Closer A
L-10446,2025-04-18 00:00:00,TikTok,16+ agents,5,Setter B,Closer C
L-10447,2025-04-05 00:00:00,Google Search,Solo,3,Setter C,Closer A
L-10448,2025-06-02 00:00:00,Cold Outreach,16+ agents,8,Setter B,Closer C
L-10449,2025-04-11 00:00:00,Meta,6-15 agents,6,Setter C,Closer C
L-10450,2025-06-08 00:00:00,TikTok,2-5 agents,2,Setter B,Closer A
L-10451,2025-04-03 00:00:00,Meta,16+ agents,7,Setter B,Closer A
L-10452,2025-06-26 00:00:00,Meta,Solo,3,Setter B,Closer B
L-10453,2025-06-11 00:00:00,Meta,2-5 agents,7,Setter A,Closer D
L-10454,2025-04-16 00:00:00,Cold Outreach,Solo,7,Setter C,Closer A
L-10455,2025-03-03 00:00:00,Referral,2-5 agents,8,Setter A,Closer B
L-10456,2025-06-13 00:00:00,Cold Outreach,6-15 agents,6,Setter A,Closer C
L-10457,2025-04-05 00:00:00,Meta,6-15 agents,8,Setter A,Closer C
L-10458,2025-06-29 00:00:00,Meta,2-5 agents,6,Setter C,Closer C
L-10459,2025-06-06 00:00:00,TikTok,6-15 agents,5,Setter C,Closer D
L-10460,2025-02-25 00:00:00,Google Search,Solo,6,Setter A,Closer D
L-10461,2025-03-30 00:00:00,Cold Outreach,6-15 agents,3,Setter B,Closer B
L-10462,2025-05-31 00:00:00,Google Search,2-5 agents,4,Setter B,Closer D
L-10463,2025-06-02 00:00:00,Google Search,16+ agents,5,Setter B,Closer D
L-10464,2025-06-15 00:00:00,Meta,16+ agents,4,Setter C,Closer B
L-10465,2025-02-19 00:00:00,TikTok,16+ agents,4,Setter A,Closer A
L-10466,2025-03-23 00:00:00,Google Search,Solo,3,Setter A,Closer D
L-10467,2025-05-20 00:00:00,LinkedIn,Solo,9,Setter A,Closer C
L-10468,2025-05-24 00:00:00,Meta,2-5 agents,4,Setter B,Closer D
L-10469,2025-06-10 00:00:00,Cold Outreach,16+ agents,5,Setter B,Closer B
L-10470,2025-06-10 00:00:00,Meta,6-15 agents,6,Setter C,Closer B
L-10471,2025-03-02 00:00:00,Google Search,Solo,5,Setter A,Closer D
L-10472,2025-04-14 00:00:00,LinkedIn,6-15 agents,9,Setter A,Closer C
L-10473,2025-06-29 00:00:00,Meta,16+ agents,6,Setter A,Closer D
L-10474,2025-03-18 00:00:00,Meta,Solo,4,Setter C,Closer B
L-10475,2025-05-06 00:00:00,Cold Outreach,6-15 agents,8,Setter A,Closer D
L-10476,2025-06-02 00:00:00,Google Search,2-5 agents,6,Setter B,Closer A
L-10477,2025-05-01 00:00:00,LinkedIn,2-5 agents,10,Setter A,Closer B
L-10478,2025-06-03 00:00:00,Meta,16+ agents,7,Setter A,Closer D
L-10479,2025-06-22 00:00:00,Meta,2-5 agents,6,Setter B,Closer A
L-10480,2025-06-23 00:00:00,TikTok,Solo,3,Setter B,Closer C
L-10481,2025-06-26 00:00:00,TikTok,16+ agents,5,Setter A,Closer D
L-10482,2025-06-09 00:00:00,LinkedIn,2-5 agents,10,Setter A,Closer A
L-10483,2025-06-08 00:00:00,Google Search,6-15 agents,5,Setter B,Closer B
L-10484,2025-06-14 00:00:00,Meta,2-5 agents,7,Setter B,Closer B
L-10485,2025-02-13 00:00:00,Meta,6-15 agents,4,Setter A,Closer C
L-10486,2025-05-23 00:00:00,Referral,6-15 agents,9,Setter A,Closer B
L-10487,2025-03-10 00:00:00,TikTok,6-15 agents,5,Setter A,Closer B
L-10488,2025-06-25 00:00:00,TikTok,6-15 agents,5,Setter B,Closer A
L-10489,2025-06-19 00:00:00,Google Search,2-5 agents,8,Setter B,Closer D
L-10490,2025-02-25 00:00:00,Google Search,16+ agents,5,Setter A,Closer C
L-10491,2025-06-20 00:00:00,LinkedIn,Solo,7,Setter B,Closer C
L-10492,2025-05-25 00:00:00,Google Search,6-15 agents,7,Setter A,Closer D
L-10493,2025-05-01 00:00:00,Google Search,16+ agents,5,Setter A,Closer A
L-10494,2025-06-21 00:00:00,Google Search,16+ agents,6,Setter A,Closer C
L-10495,2025-06-23 00:00:00,Google Search,Solo,4,Setter C,Closer C
L-10496,2025-05-31 00:00:00,Referral,Solo,9,Setter C,Closer A
L-10497,2025-04-13 00:00:00,Meta,Solo,7,Setter B,Closer D
L-10498,2025-04-12 00:00:00,LinkedIn,Solo,8,Setter B,Closer B
L-10499,2025-04-09 00:00:00,TikTok,16+ agents,2,Setter C,Closer C
L-10500,2025-02-12 00:00:00,Meta,16+ agents,6,Setter C,Closer A
L-10501,2025-06-03 00:00:00,LinkedIn,6-15 agents,8,Setter A,Closer A
L-10502,2025-04-26 00:00:00,Google Search,2-5 agents,6,Setter A,Closer A
L-10503,2025-04-15 00:00:00,Google Search,6-15 agents,6,Setter C,Closer C
L-10504,2025-06-13 00:00:00,Google Search,16+ agents,4,Setter A,Closer B
L-10505,2025-06-25 00:00:00,Meta,16+ agents,8,Setter B,Closer B
L-10506,2025-04-12 00:00:00,Meta,6-15 agents,5,Setter B,Closer D
L-10507,2025-03-19 00:00:00,TikTok,6-15 agents,2,Setter C,Closer D
L-10508,2025-05-28 00:00:00,LinkedIn,Solo,7,Setter A,Closer D
L-10509,2025-06-04 00:00:00,TikTok,2-5 agents,4,Setter B,Closer D
L-10510,2025-05-24 00:00:00,Google Search,Solo,7,Setter B,Closer B
L-10511,2025-06-28 00:00:00,TikTok,2-5 agents,3,Setter C,Closer D
L-10512,2025-05-30 00:00:00,Google Search,2-5 agents,4,Setter B,Closer B
L-10513,2025-04-03 00:00:00,TikTok,6-15 agents,2,Setter B,Closer A
L-10514,2025-03-25 00:00:00,Referral,2-5 agents,9,Setter C,Closer B
L-10515,2025-06-07 00:00:00,Meta,16+ agents,6,Setter C,Closer B
L-10516,2025-06-13 00:00:00,Meta,16+ agents,6,Setter C,Closer B
L-10517,2025-06-18 00:00:00,Google Search,6-15 agents,3,Setter B,Closer B
L-10518,2025-03-28 00:00:00,Meta,2-5 agents,6,Setter A,Closer D
L-10519,2025-04-17 00:00:00,TikTok,Solo,5,Setter B,Closer A
L-10520,2025-01-19 00:00:00,Google Search,6-15 agents,5,Setter B,Closer B
L-10521,2025-04-19 00:00:00,TikTok,Solo,5,Setter B,Closer C
L-10522,2025-05-13 00:00:00,Meta,Solo,8,Setter A,Closer D
L-10523,2025-05-22 00:00:00,Referral,6-15 agents,8,Setter C,Closer D
L-10524,2025-04-07 00:00:00,TikTok,2-5 agents,2,Setter C,Closer A
L-10525,2025-02-03 00:00:00,Meta,2-5 agents,6,Setter A,Closer C
L-10526,2025-06-27 00:00:00,Meta,2-5 agents,5,Setter B,Closer B
L-10527,2025-04-28 00:00:00,Google Search,16+ agents,5,Setter A,Closer B
L-10528,2025-02-17 00:00:00,Cold Outreach,Solo,4,Setter C,Closer A
L-10529,2025-04-01 00:00:00,Cold Outreach,2-5 agents,4,Setter B,Closer C
L-10530,2025-03-28 00:00:00,Referral,6-15 agents,8,Setter B,Closer A
L-10531,2025-03-05 00:00:00,Google Search,Solo,8,Setter C,Closer C
L-10532,2025-02-10 00:00:00,Meta,6-15 agents,5,Setter A,Closer C
L-10533,2025-05-31 00:00:00,Meta,Solo,5,Setter C,Closer B
L-10534,2025-05-22 00:00:00,Google Search,Solo,8,Setter A,Closer B
L-10535,2025-06-13 00:00:00,Meta,2-5 agents,3,Setter B,Closer C
L-10536,2025-06-06 00:00:00,Meta,2-5 agents,5,Setter B,Closer C
L-10537,2025-05-28 00:00:00,LinkedIn,2-5 agents,10,Setter A,Closer D
L-10538,2025-05-12 00:00:00,Google Search,16+ agents,3,Setter B,Closer C
L-10539,2025-05-21 00:00:00,TikTok,2-5 agents,5,Setter A,Closer A
L-10540,2025-05-04 00:00:00,LinkedIn,2-5 agents,9,Setter C,Closer C
L-10541,2025-06-05 00:00:00,Meta,16+ agents,8,Setter C,Closer C
L-10542,2025-06-28 00:00:00,Meta,2-5 agents,5,Setter B,Closer B
L-10543,2025-06-22 00:00:00,Referral,Solo,9,Setter A,Closer A
L-10544,2025-06-09 00:00:00,Meta,6-15 agents,7,Setter B,Closer D
L-10545,2025-02-26 00:00:00,LinkedIn,16+ agents,7,Setter B,Closer A
L-10546,2025-06-26 00:00:00,Meta,2-5 agents,8,Setter B,Closer D
L-10547,2025-04-30 00:00:00,Google Search,6-15 agents,4,Setter A,Closer B
L-10548,2025-03-26 00:00:00,Meta,6-15 agents,7,Setter A,Closer A
L-10549,2025-04-23 00:00:00,Meta,16+ agents,7,Setter C,Closer C
L-10550,2025-06-17 00:00:00,Google Search,2-5 agents,7,Setter C,Closer C
L-10551,2025-03-16 00:00:00,Meta,Solo,5,Setter C,Closer C
L-10552,2025-06-15 00:00:00,LinkedIn,Solo,7,Setter C,Closer D
L-10553,2025-06-09 00:00:00,Cold Outreach,6-15 agents,7,Setter C,Closer B
L-10554,2025-06-16 00:00:00,LinkedIn,6-15 agents,9,Setter B,Closer C
L-10555,2025-06-23 00:00:00,Google Search,2-5 agents,6,Setter A,Closer C
L-10556,2025-06-28 00:00:00,Meta,Solo,6,Setter C,Closer D
L-10557,2025-04-05 00:00:00,Google Search,Solo,4,Setter B,Closer A
L-10558,2025-05-29 00:00:00,TikTok,2-5 agents,4,Setter B,Closer A
L-10559,2025-05-29 00:00:00,Google Search,2-5 agents,7,Setter A,Closer D
L-10560,2025-05-27 00:00:00,Meta,16+ agents,8,Setter C,Closer A
L-10561,2025-06-25 00:00:00,TikTok,Solo,5,Setter C,Closer A
L-10562,2025-06-06 00:00:00,LinkedIn,2-5 agents,9,Setter C,Closer A
L-10563,2025-03-13 00:00:00,Meta,2-5 agents,6,Setter C,Closer D
L-10564,2025-06-01 00:00:00,Google Search,6-15 agents,3,Setter A,Closer D
L-10565,2025-04-13 00:00:00,Google Search,2-5 agents,7,Setter A,Closer B
L-10566,2025-02-04 00:00:00,TikTok,6-15 agents,1,Setter B,Closer C
L-10567,2025-04-03 00:00:00,LinkedIn,Solo,9,Setter A,Closer D
L-10568,2025-04-28 00:00:00,Google Search,Solo,3,Setter B,Closer D
L-10569,2025-03-18 00:00:00,Cold Outreach,2-5 agents,7,Setter C,Closer D
L-10570,2025-05-01 00:00:00,LinkedIn,6-15 agents,8,Setter C,Closer B
L-10571,2025-05-23 00:00:00,TikTok,6-15 agents,2,Setter A,Closer A
L-10572,2025-06-17 00:00:00,LinkedIn,16+ agents,10,Setter A,Closer C
L-10573,2025-03-08 00:00:00,Referral,Solo,8,Setter A,Closer A
L-10574,2025-05-18 00:00:00,Meta,6-15 agents,6,Setter A,Closer D
L-10575,2025-03-13 00:00:00,Google Search,16+ agents,6,Setter A,Closer A
L-10576,2025-06-16 00:00:00,Meta,2-5 agents,4,Setter B,Closer D
L-10577,2025-03-26 00:00:00,TikTok,16+ agents,5,Setter A,Closer A
L-10578,2025-06-18 00:00:00,Meta,2-5 agents,8,Setter A,Closer A
L-10579,2025-04-01 00:00:00,Meta,2-5 agents,3,Setter A,Closer B
L-10580,2025-05-24 00:00:00,Meta,6-15 agents,3,Setter C,Closer C
L-10581,2025-06-25 00:00:00,Meta,16+ agents,6,Setter C,Closer D
L-10582,2025-06-23 00:00:00,Cold Outreach,Solo,3,Setter C,Closer B
L-10583,2025-05-18 00:00:00,TikTok,2-5 agents,4,Setter A,Closer C
L-10584,2025-05-25 00:00:00,Referral,Solo,10,Setter A,Closer D
L-10585,2025-04-11 00:00:00,TikTok,2-5 agents,1,Setter B,Closer C
L-10586,2025-01-27 00:00:00,TikTok,16+ agents,5,Setter C,Closer C
L-10587,2025-05-23 00:00:00,Google Search,2-5 agents,5,Setter A,Closer C
L-10588,2025-05-26 00:00:00,Google Search,16+ agents,8,Setter A,Closer C
L-10589,2025-05-17 00:00:00,Google Search,6-15 agents,6,Setter B,Closer C
L-10590,2025-05-08 00:00:00,Google Search,6-15 agents,6,Setter B,Closer A
L-10591,2025-05-28 00:00:00,Meta,Solo,6,Setter C,Closer D
L-10592,2025-06-08 00:00:00,Meta,Solo,4,Setter A,Closer B
L-10593,2025-06-07 00:00:00,TikTok,6-15 agents,3,Setter A,Closer A
L-10594,2025-05-02 00:00:00,LinkedIn,2-5 agents,8,Setter B,Closer C
L-10595,2025-05-06 00:00:00,Meta,16+ agents,7,Setter A,Closer A
L-10596,2025-04-25 00:00:00,Meta,2-5 agents,4,Setter A,Closer D
L-10597,2025-06-01 00:00:00,Meta,Solo,8,Setter C,Closer D
L-10598,2025-04-29 00:00:00,Meta,6-15 agents,7,Setter C,Closer D
L-10599,2025-06-25 00:00:00,Meta,6-15 agents,7,Setter A,Closer B
L-10600,2025-04-26 00:00:00,Meta,Solo,7,Setter C,Closer C
L-10601,2025-06-15 00:00:00,Meta,16+ agents,6,Setter B,Closer B
L-10602,2025-06-01 00:00:00,Cold Outreach,16+ agents,7,Setter C,Closer A
L-10603,2025-06-24 00:00:00,Google Search,2-5 agents,6,Setter B,Closer D
L-10604,2025-03-28 00:00:00,Google Search,Solo,3,Setter B,Closer A
L-10605,2025-05-19 00:00:00,LinkedIn,Solo,9,Setter C,Closer A
L-10606,2025-03-01 00:00:00,Meta,16+ agents,8,Setter C,Closer A
L-10607,2025-02-26 00:00:00,Meta,16+ agents,6,Setter B,Closer A
L-10608,2025-05-27 00:00:00,Google Search,16+ agents,4,Setter A,Closer B
L-10609,2025-05-16 00:00:00,Meta,Solo,5,Setter C,Closer D
L-10610,2025-06-02 00:00:00,TikTok,16+ agents,4,Setter C,Closer C
L-10611,2025-04-30 00:00:00,Meta,6-15 agents,3,Setter C,Closer A
L-10612,2025-06-24 00:00:00,Meta,6-15 agents,6,Setter A,Closer A
L-10613,2025-04-05 00:00:00,TikTok,6-15 agents,5,Setter A,Closer B
L-10614,2025-06-25 00:00:00,Referral,2-5 agents,8,Setter A,Closer D
L-10615,2025-03-29 00:00:00,Meta,16+ agents,8,Setter A,Closer D
L-10616,2025-04-25 00:00:00,TikTok,6-15 agents,2,Setter A,Closer D
L-10617,2025-04-10 00:00:00,Google Search,Solo,6,Setter C,Closer D
L-10618,2025-06-20 00:00:00,Meta,2-5 agents,6,Setter B,Closer C
L-10619,2025-05-14 00:00:00,Cold Outreach,16+ agents,6,Setter C,Closer C
L-10620,2025-06-26 00:00:00,Meta,2-5 agents,3,Setter B,Closer C
L-10621,2025-04-28 00:00:00,LinkedIn,6-15 agents,9,Setter A,Closer A
L-10622,2025-06-21 00:00:00,Meta,2-5 agents,7,Setter B,Closer D
L-10623,2025-03-04 00:00:00,LinkedIn,2-5 agents,9,Setter B,Closer A
L-10624,2025-06-03 00:00:00,Google Search,2-5 agents,7,Setter A,Closer B
L-10625,2025-05-14 00:00:00,Meta,6-15 agents,7,Setter B,Closer D
L-10626,2025-03-30 00:00:00,Meta,Solo,4,Setter B,Closer D
L-10627,2025-01-25 00:00:00,Cold Outreach,2-5 agents,6,Setter A,Closer A
L-10628,2025-03-11 00:00:00,LinkedIn,2-5 agents,10,Setter A,Closer D
L-10629,2025-04-23 00:00:00,TikTok,16+ agents,1,Setter B,Closer A
L-10630,2025-05-04 00:00:00,TikTok,6-15 agents,1,Setter A,Closer A
L-10631,2025-04-09 00:00:00,Google Search,Solo,6,Setter A,Closer A
L-10632,2025-02-13 00:00:00,Meta,Solo,8,Setter A,Closer B
L-10633,2025-04-01 00:00:00,LinkedIn,Solo,7,Setter C,Closer B
L-10634,2025-05-02 00:00:00,Google Search,Solo,7,Setter B,Closer A
L-10635,2025-05-13 00:00:00,Meta,16+ agents,5,Setter A,Closer C
L-10636,2025-06-07 00:00:00,LinkedIn,16+ agents,7,Setter C,Closer B
L-10637,2025-06-21 00:00:00,Referral,2-5 agents,9,Setter A,Closer A
L-10638,2025-03-28 00:00:00,Google Search,Solo,6,Setter A,Closer C
L-10639,2025-05-02 00:00:00,Cold Outreach,Solo,6,Setter C,Closer D
L-10640,2025-02-25 00:00:00,Google Search,2-5 agents,7,Setter A,Closer D
L-10641,2025-05-06 00:00:00,Meta,Solo,4,Setter A,Closer D
L-10642,2025-04-17 00:00:00,TikTok,2-5 agents,5,Setter C,Closer C
L-10643,2025-06-03 00:00:00,TikTok,16+ agents,2,Setter B,Closer D
L-10644,2025-06-28 00:00:00,LinkedIn,2-5 agents,9,Setter A,Closer A
L-10645,2025-03-28 00:00:00,Google Search,16+ agents,6,Setter C,Closer B
L-10646,2025-05-11 00:00:00,Google Search,16+ agents,5,Setter C,Closer D
L-10647,2025-05-25 00:00:00,Cold Outreach,Solo,8,Setter C,Closer B
L-10648,2025-06-11 00:00:00,Cold Outreach,6-15 agents,5,Setter B,Closer D
L-10649,2025-06-02 00:00:00,TikTok,Solo,5,Setter A,Closer C
L-10650,2025-05-16 00:00:00,Meta,2-5 agents,3,Setter A,Closer C
L-10651,2025-03-16 00:00:00,Referral,6-15 agents,10,Setter A,Closer B
L-10652,2025-05-21 00:00:00,TikTok,6-15 agents,1,Setter A,Closer D
L-10653,2025-06-01 00:00:00,LinkedIn,2-5 agents,8,Setter C,Closer A
L-10654,2025-04-27 00:00:00,TikTok,16+ agents,4,Setter A,Closer C
L-10655,2025-06-03 00:00:00,TikTok,16+ agents,2,Setter A,Closer A
L-10656,2025-06-25 00:00:00,LinkedIn,6-15 agents,9,Setter C,Closer C
L-10657,2025-03-02 00:00:00,TikTok,2-5 agents,5,Setter B,Closer B
L-10658,2025-04-09 00:00:00,Cold Outreach,2-5 agents,5,Setter A,Closer C
L-10659,2025-06-07 00:00:00,Meta,2-5 agents,6,Setter A,Closer D
L-10660,2025-04-20 00:00:00,LinkedIn,2-5 agents,7,Setter A,Closer D
L-10661,2025-02-19 00:00:00,LinkedIn,Solo,7,Setter B,Closer C
L-10662,2025-05-09 00:00:00,Meta,Solo,4,Setter B,Closer D
L-10663,2025-05-08 00:00:00,Google Search,2-5 agents,5,Setter B,Closer A
L-10664,2025-06-12 00:00:00,Referral,6-15 agents,8,Setter B,Closer C
L-10665,2025-06-13 00:00:00,LinkedIn,6-15 agents,9,Setter C,Closer A
L-10666,2025-02-26 00:00:00,TikTok,2-5 agents,1,Setter C,Closer D
L-10667,2025-05-07 00:00:00,Meta,6-15 agents,7,Setter A,Closer C
L-10668,2025-06-07 00:00:00,TikTok,16+ agents,3,Setter C,Closer A
L-10669,2025-03-19 00:00:00,Google Search,16+ agents,5,Setter A,Closer D
L-10670,2025-03-29 00:00:00,Meta,2-5 agents,7,Setter A,Closer C
L-10671,2025-05-18 00:00:00,Meta,Solo,3,Setter C,Closer D
L-10672,2025-06-22 00:00:00,LinkedIn,16+ agents,10,Setter C,Closer C
